instance,algorithm,route_id,sequence
r2_10_1,ABC,1,0-191-850-116-921-993-313-251-493-852-809-798-639-793-512-491-786-446-412-828-718-244-732-941-194-646-587-482-931-174-629-698-187-928-420-254-379-643-684-268-289-582-74-396-969-862-63-590-603-344-568-779-0
r2_10_1,ABC,2,0-350-898-503-220-739-704-454-73-436-371-917-846-677-481-564-276-988-968-197-517-346-183-354-198-957-288-323-752-210-307-657-660-956-559-669-894-363-26-340-31-948-234-223-259-119-148-636-245-878-370-965-157-690-3-97-252-0
r2_10_1,ABC,3,0-807-802-139-984-548-72-583-279-76-37-368-536-899-826-644-80-986-295-41-709-16-932-666-180-133-851-328-310-985-146-104-663-275-696-362-869-471-232-52-595-906-518-524-841-304-125-566-762-149-474-214-874-453-281-372-144-312-0
r2_10_1,ABC,4,0-547-316-803-113-145-432-67-571-256-792-449-820-847-769-598-429-185-538-274-450-708-262-726-28-584-227-342-975-885-586-424-152-367-685-742-853-188-40-913-605-477-541-922-845-463-767-734-857-406-42-118-130-272-93-997-0
r2_10_1,ABC,5,0-624-662-89-59-816-469-983-235-397-39-284-649-705-395-255-124-334-341-554-972-840-201-836-128-164-982-592-24-758-218-532-567-434-791-680-159-123-722-5-205-707-90-260-265-780-618-895-596-464-196-333-501-585-355-542-472-270-229-86-691-154-0
r2_10_1,ABC,6,0-946-36-349-364-203-386-653-703-678-168-393-337-456-192-155-246-599-616-813-549-865-231-132-131-748-43-492-827-729-638-875-129-510-13-681-291-544-115-322-296-974-572-757-858-303-655-241-593-557-0
r2_10_1,ABC,7,0-951-818-381-805-490-421-782-204-934-193-22-257-654-640-108-953-558-777-238-84-473-738-357-631-409-987-32-546-523-423-83-531-475-216-612-2-797-552-773-884-623-998-248-720-952-753-724-361-427-540-127-190-165-507-27-0
r2_10_1,ABC,8,0-806-880-872-569-522-832-111-833-405-889-686-1000-736-327-280-49-996-160-556-62-966-385-588-466-611-239-375-613-909-628-706-225-938-107-955-399-741-702-671-882-46-247-359-555-999-213-195-285-935-682-821-897-58-6-0
r2_10_1,ABC,9,0-250-269-594-977-849-550-893-162-837-573-543-163-551-817-18-904-641-578-976-843-890-766-389-286-929-419-479-688-509-940-700-226-199-135-902-483-511-101-961-745-604-356-942-169-656-775-728-735-60-959-907-53-392-0
r2_10_1,ABC,10,0-825-25-11-308-908-500-673-776-75-812-693-347-694-373-92-877-15-800-217-55-619-298-425-64-91-528-81-574-136-242-751-637-478-515-844-467-311-589-679-839-390-50-576-19-759-954-854-964-750-290-848-539-0
r2_10_1,ABC,11,0-351-451-513-459-61-760-33-358-172-301-264-458-635-788-771-835-208-737-697-182-114-455-608-943-947-70-486-903-923-659-990-622-422-675-642-945-577-873-716-487-87-294-911-581-0
r2_10_1,ABC,12,0-435-489-170-391-271-936-439-221-927-112-747-388-82-353-261-462-772-151-102-403-34-958-122-9-292-514-933-980-796-774-461-967-418-545-497-138-166-267-962-723-746-695-830-348-888-410-658-652-950-0
r2_10_1,ABC,13,0-765-12-778-602-120-345-866-236-142-433-306-283-117-711-77-106-161-278-445-626-498-317-143-71-861-134-516-401-607-21-56-855-978-179-452-912-126-171-506-184-0
r2_10_1,ABC,14,0-7-754-915-674-991-924-633-879-811-610-209-417-867-30-293-701-499-781-824-570-480-591-842-814-579-485-360-721-407-45-963-398-647-44-266-212-916-919-764-979-495-768-822-930-330-338-896-438-665-0
r2_10_1,ABC,15,0-970-258-325-601-672-141-831-457-215-632-717-794-770-829-834-408-443-79-761-167-508-404-744-864-335-989-96-211-121-200-560-99-109-69-937-749-727-320-733-730-78-98-620-838-35-881-537-692-870-230-580-0
r2_10_1,ABC,16,0-377-228-914-731-530-150-892-815-561-54-484-494-51-795-810-440-876-687-88-699-790-384-883-527-460-10-504-634-17-918-326-470-617-366-300-683-565-299-712-535-994-336-553-944-860-243-402-137-273-415-0
r2_10_1,ABC,17,0-563-387-910-318-740-668-20-476-282-110-175-315-575-176-785-1-533-249-562-38-413-382-627-799-321-823-920-47-448-103-992-186-804-277-222-140-8-414-859-240-394-302-343-465-202-57-625-689-329-667-411-95-0
r2_10_1,ABC,18,0-871-719-428-153-219-314-332-263-4-621-615-85-755-352-863-468-181-600-715-664-725-189-374-529-808-713-23-380-156-614-819-66-207-520-287-714-431-177-801-787-426-973-887-0
r2_10_1,ABC,19,0-648-784-339-309-960-925-939-609-437-253-905-526-521-376-971-901-868-331-756-224-237-763-173-383-525-670-606-891-995-789-305-48-981-505-743-147-158-400-710-0
r2_10_1,ABC,20,0-488-319-378-502-630-783-68-29-442-676-206-365-233-856-94-534-14-297-661-416-496-369-900-949-178-444-926-645-650-447-324-65-886-441-597-651-105-430-100-519-0
