instance,algorithm,route_id,sequence
rc1_10_9,BIH-GWO-DR,1,0-871-593-489-606-624-62-279-397-704-9-485-893-0
rc1_10_9,BIH-GWO-DR,2,0-195-504-998-122-708-969-454-110-263-108-965-953-187-92-410-555-0
rc1_10_9,BIH-GWO-DR,3,0-625-589-550-358-858-905-318-747-812-899-46-0
rc1_10_9,BIH-GWO-DR,4,0-468-200-848-773-3-949-443-213-499-658-290-72-460-0
rc1_10_9,BIH-GWO-DR,5,0-456-242-167-829-701-337-183-365-288-132-0
rc1_10_9,BIH-GWO-DR,6,0-174-422-204-881-717-687-942-99-506-394-151-79-0
rc1_10_9,BIH-GWO-DR,7,0-922-966-376-32-783-554-924-461-975-111-972-0
rc1_10_9,BIH-GWO-DR,8,0-56-104-948-999-962-939-651-840-482-417-185-0
rc1_10_9,BIH-GWO-DR,9,0-856-809-165-41-873-231-336-682-380-0
rc1_10_9,BIH-GWO-DR,10,0-990-729-278-616-320-571-546-121-196-661-0
rc1_10_9,BIH-GWO-DR,11,0-640-266-914-572-816-343-943-851-418-488-559-73-438-0
rc1_10_9,BIH-GWO-DR,12,0-309-703-739-268-634-880-120-832-574-935-339-872-0
rc1_10_9,BIH-GWO-DR,13,0-276-157-12-689-782-705-664-980-348-119-295-766-842-0
rc1_10_9,BIH-GWO-DR,14,0-741-639-719-681-289-404-164-84-680-480-712-0
rc1_10_9,BIH-GWO-DR,15,0-16-446-117-552-813-576-675-896-331-985-399-561-749-0
rc1_10_9,BIH-GWO-DR,16,0-844-377-364-452-223-282-198-57-846-952-274-938-0
rc1_10_9,BIH-GWO-DR,17,0-102-335-586-609-987-833-61-913-946-619-140-608-0
rc1_10_9,BIH-GWO-DR,18,0-825-465-366-925-277-524-936-910-392-432-802-912-0
rc1_10_9,BIH-GWO-DR,19,0-915-262-671-15-582-598-112-172-232-673-0
rc1_10_9,BIH-GWO-DR,20,0-754-563-916-621-310-457-333-241-294-964-921-0
rc1_10_9,BIH-GWO-DR,21,0-784-963-219-665-637-345-361-950-716-35-977-648-0
rc1_10_9,BIH-GWO-DR,22,0-710-353-630-253-577-58-520-1-4-434-128-0
rc1_10_9,BIH-GWO-DR,23,0-815-628-25-847-917-740-585-752-328-280-127-313-0
rc1_10_9,BIH-GWO-DR,24,0-993-575-243-728-100-237-718-184-250-83-795-0
rc1_10_9,BIH-GWO-DR,25,0-776-150-756-170-486-194-378-8-463-622-106-0
rc1_10_9,BIH-GWO-DR,26,0-984-229-197-860-600-299-444-226-611-820-384-0
rc1_10_9,BIH-GWO-DR,27,0-584-212-743-530-827-372-526-411-415-209-558-654-0
rc1_10_9,BIH-GWO-DR,28,0-821-892-774-828-71-986-918-928-649-843-0
rc1_10_9,BIH-GWO-DR,29,0-861-638-445-23-901-908-646-982-371-403-48-322-726-317-0
rc1_10_9,BIH-GWO-DR,30,0-307-496-811-535-19-382-97-421-857-995-177-970-0
rc1_10_9,BIH-GWO-DR,31,0-293-947-898-748-510-80-614-497-772-145-895-156-0
rc1_10_9,BIH-GWO-DR,32,0-875-351-888-591-245-599-594-131-978-804-103-0
rc1_10_9,BIH-GWO-DR,33,0-373-31-479-653-138-357-770-340-907-369-433-221-0
rc1_10_9,BIH-GWO-DR,34,0-798-702-431-211-439-656-208-13-113-0
rc1_10_9,BIH-GWO-DR,35,0-902-645-75-160-469-937-615-569-139-359-130-0
rc1_10_9,BIH-GWO-DR,36,0-694-462-788-125-750-413-186-385-836-0
rc1_10_9,BIH-GWO-DR,37,0-256-512-55-473-95-897-409-807-775-136-207-0
rc1_10_9,BIH-GWO-DR,38,0-147-835-668-466-419-839-746-666-76-182-697-0
rc1_10_9,BIH-GWO-DR,39,0-312-800-525-596-733-885-44-543-632-423-158-0
rc1_10_9,BIH-GWO-DR,40,0-175-941-824-20-455-493-249-519-390-890-247-447-0
rc1_10_9,BIH-GWO-DR,41,0-724-179-133-491-98-70-29-39-498-332-67-0
rc1_10_9,BIH-GWO-DR,42,0-676-1000-22-751-732-564-429-129-42-570-997-580-0
rc1_10_9,BIH-GWO-DR,43,0-814-903-670-841-579-171-239-321-267-523-736-521-674-769-0
rc1_10_9,BIH-GWO-DR,44,0-27-342-137-356-306-254-28-700-109-153-0
rc1_10_9,BIH-GWO-DR,45,0-538-786-47-988-919-696-513-511-882-879-566-799-0
rc1_10_9,BIH-GWO-DR,46,0-849-474-553-287-96-819-721-142-470-781-236-643-0
rc1_10_9,BIH-GWO-DR,47,0-837-539-867-220-996-920-503-761-442-324-968-0
rc1_10_9,BIH-GWO-DR,48,0-88-49-297-826-24-794-934-863-758-459-662-0
rc1_10_9,BIH-GWO-DR,49,0-233-522-672-778-180-620-33-205-780-0
rc1_10_9,BIH-GWO-DR,50,0-227-301-483-516-707-764-560-573-303-592-91-191-604-0
rc1_10_9,BIH-GWO-DR,51,0-568-169-797-852-810-699-981-441-118-435-940-0
