instance,algorithm,route_id,sequence
r1_10_1,BIH-GWO-DR,1,0-110-620-587-668-753-0
r1_10_1,BIH-GWO-DR,2,0-486-230-818-793-37-94-756-868-711-348-898-0
r1_10_1,BIH-GWO-DR,3,0-854-675-226-41-360-766-494-344-864-541-0
r1_10_1,BIH-GWO-DR,4,0-487-417-953-187-36-378-743-559-0
r1_10_1,BIH-GWO-DR,5,0-247-339-273-930-643-362-61-101-845-0
r1_10_1,BIH-GWO-DR,6,0-14-477-292-368-184-542-815-366-137-780-456-0
r1_10_1,BIH-GWO-DR,7,0-726-115-605-720-181-978-952-414-20-244-0
r1_10_1,BIH-GWO-DR,8,0-911-64-154-268-974-598-17-535-359-467-809-989-0
r1_10_1,BIH-GWO-DR,9,0-213-684-600-49-892-232-660-221-968-0
r1_10_1,BIH-GWO-DR,10,0-697-459-727-550-25-219-420-217-649-0
r1_10_1,BIH-GWO-DR,11,0-775-299-816-190-504-59-698-721-461-455-0
r1_10_1,BIH-GWO-DR,12,0-790-229-749-228-431-174-469-421-730-0
r1_10_1,BIH-GWO-DR,13,0-673-447-38-846-111-800-281-634-82-632-214-0
r1_10_1,BIH-GWO-DR,14,0-21-929-294-969-207-822-130-405-191-750-0
r1_10_1,BIH-GWO-DR,15,0-201-931-575-991-812-778-351-839-871-589-0
r1_10_1,BIH-GWO-DR,16,0-706-773-497-60-787-621-537-320-297-255-0
r1_10_1,BIH-GWO-DR,17,0-74-725-988-326-170-407-65-278-0
r1_10_1,BIH-GWO-DR,18,0-68-573-791-627-387-51-173-796-0
r1_10_1,BIH-GWO-DR,19,0-802-936-193-538-100-109-397-562-831-970-0
r1_10_1,BIH-GWO-DR,20,0-28-920-124-280-11-907-913-195-602-0
r1_10_1,BIH-GWO-DR,21,0-235-453-208-779-432-178-878-470-567-837-436-850-0
r1_10_1,BIH-GWO-DR,22,0-704-799-161-607-630-328-24-171-923-340-253-0
r1_10_1,BIH-GWO-DR,23,0-117-640-593-717-843-574-982-659-32-769-88-0
r1_10_1,BIH-GWO-DR,24,0-695-372-202-471-921-941-108-894-0
r1_10_1,BIH-GWO-DR,25,0-932-654-737-312-220-145-859-380-371-239-0
r1_10_1,BIH-GWO-DR,26,0-433-107-502-683-279-483-625-729-106-0
r1_10_1,BIH-GWO-DR,27,0-122-944-841-367-956-363-424-430-166-0
r1_10_1,BIH-GWO-DR,28,0-873-517-651-853-18-915-15-423-918-664-0
r1_10_1,BIH-GWO-DR,29,0-881-943-533-334-579-490-951-480-175-391-445-626-0
r1_10_1,BIH-GWO-DR,30,0-712-903-216-215-196-343-43-635-283-142-877-0
r1_10_1,BIH-GWO-DR,31,0-819-645-396-962-785-821-847-646-105-0
r1_10_1,BIH-GWO-DR,32,0-927-691-194-740-577-240-795-162-1-0
r1_10_1,BIH-GWO-DR,33,0-1000-289-305-657-882-135-382-836-586-0
r1_10_1,BIH-GWO-DR,34,0-53-617-126-599-947-636-976-761-805-0
r1_10_1,BIH-GWO-DR,35,0-650-971-444-917-965-256-176-505-658-987-129-13-172-277-0
r1_10_1,BIH-GWO-DR,36,0-703-361-254-449-429-443-798-674-144-0
r1_10_1,BIH-GWO-DR,37,0-140-337-583-258-446-867-197-143-428-529-832-940-0
r1_10_1,BIH-GWO-DR,38,0-89-250-732-116-70-611-827-104-530-794-0
