instance,algorithm,route_id,sequence
c2_10_6,ACO,1,0-98-445-389-495-49-34-729-662-267-946-19-560-748-153-0
c2_10_6,ACO,2,0-50-308-363-138-833-41-7-212-777-944-855-850-599-538-848-505-228-897-893-158-151-683-329-461-637-0
c2_10_6,ACO,3,0-665-189-942-356-733-569-743-690-901-573-894-701-365-211-534-681-785-774-990-131-661-592-883-355-190-871-699-0
c2_10_6,ACO,4,0-383-119-713-804-911-613-678-846-896-898-44-465-451-546-295-594-498-123-624-966-954-439-48-66-796-81-0
c2_10_6,ACO,5,0-296-801-659-718-391-257-96-900-292-680-23-126-794-940-648-226-263-432-237-671-478-0
c2_10_6,ACO,6,0-342-291-309-408-935-201-909-70-918-124-685-876-427-254-655-496-52-700-910-11-864-912-297-621-443-381-409-384-139-0
c2_10_6,ACO,7,0-442-651-921-967-417-739-271-446-697-269-148-262-362-541-436-400-682-347-536-456-489-120-366-43-731-577-82-0
c2_10_6,ACO,8,0-473-73-859-587-862-937-255-76-811-398-57-895-429-234-340-71-24-502-695-741-358-888-711-904-780-765-335-687-845-0
c2_10_6,ACO,9,0-472-509-387-280-580-78-746-652-491-187-960-878-282-596-614-851-175-301-653-200-847-326-692-834-354-672-264-105-0
c2_10_6,ACO,10,0-903-565-333-97-38-95-572-951-278-253-206-250-857-288-703-972-232-83-125-799-51-868-412-207-160-225-522-626-0
c2_10_6,ACO,11,0-566-110-423-745-213-64-639-798-995-375-430-556-514-85-581-56-330-482-84-128-328-529-844-902-975-0
c2_10_6,ACO,12,0-345-749-712-12-914-597-27-839-961-552-3-705-243-632-493-273-768-787-74-636-407-933-553-18-21-315-0
c2_10_6,ACO,13,0-829-823-767-318-674-233-5-885-147-853-726-989-789-72-815-369-32-952-244-351-704-395-779-617-454-899-645-976-0
c2_10_6,ACO,14,0-197-172-8-376-438-58-843-838-343-488-917-924-91-547-771-562-268-984-284-247-965-688-1-808-216-803-732-0
c2_10_6,ACO,15,0-610-554-108-449-183-94-881-474-551-945-997-563-666-994-627-55-742-595-290-866-90-612-571-101-299-979-157-0
c2_10_6,ACO,16,0-922-1000-420-539-970-908-818-824-570-487-717-136-813-724-368-980-36-615-830-215-0
c2_10_6,ACO,17,0-589-346-913-314-526-559-28-783-542-428-769-142-567-194-872-973-668-919-114-751-775-300-816-261-865-959-873-949-0
c2_10_6,ACO,18,0-792-338-279-419-991-820-117-500-479-178-242-434-227-744-61-519-348-20-146-764-245-80-310-115-118-31-182-600-149-676-0
c2_10_6,ACO,19,0-14-590-111-867-513-890-236-511-964-836-974-763-199-129-33-802-750-754-467-360-198-418-464-517-734-248-317-458-508-947-698-0
c2_10_6,ACO,20,0-575-252-422-963-313-281-605-121-17-480-484-166-985-677-29-631-270-593-506-503-977-45-239-0
c2_10_6,ACO,21,0-455-88-545-684-635-601-524-971-103-623-481-886-525-736-837-274-926-40-168-528-968-849-370-759-13-588-0
c2_10_6,ACO,22,0-835-62-241-561-786-462-758-426-307-251-915-167-162-809-856-781-35-145-235-956-341-948-585-332-0
c2_10_6,ACO,23,0-203-457-957-650-598-165-863-223-727-294-607-693-510-205-331-416-435-515-323-259-715-706-770-477-404-319-490-302-0
c2_10_6,ACO,24,0-673-582-776-379-258-441-448-630-390-184-494-840-549-361-969-558-998-887-93-916-507-805-702-0
c2_10_6,ACO,25,0-210-550-406-415-437-936-555-641-453-188-265-814-204-663-869-773-578-788-380-831-68-324-0
c2_10_6,ACO,26,0-757-654-827-352-602-660-325-392-266-920-761-140-287-327-240-283-752-0
c2_10_6,ACO,27,0-730-86-394-889-339-230-359-413-303-463-735-133-927-42-782-521-958-169-939-53-246-260-649-221-89-0
c2_10_6,ACO,28,0-821-905-180-277-943-337-109-483-978-156-619-92-790-193-996-186-938-544-161-828-440-568-39-710-304-154-6-113-784-152-0
c2_10_6,ACO,29,0-350-459-858-826-9-981-810-238-874-305-218-907-403-374-584-312-755-202-728-884-882-177-841-367-609-0
c2_10_6,ACO,30,0-364-460-170-141-540-397-891-535-574-87-272-747-657-377-112-812-470-906-399-925-256-0
c2_10_6,ACO,31,0-421-622-382-504-405-983-586-431-987-104-694-196-923-373-191-658-135-620-643-691-231-414-708-447-0
c2_10_6,ACO,32,0-993-298-155-932-531-224-219-721-176-638-59-316-955-557-306-289-122-696-60-476-740-532-102-466-930-842-817-150-0
c2_10_6,ACO,33,0-929-143-77-499-738-861-63-171-485-791-583-396-144-986-725-65-832-192-30-766-714-497-931-46-492-611-667-293-0
c2_10_6,ACO,34,0-689-530-450-518-576-164-953-249-579-533-709-633-336-2-0
c2_10_6,ACO,35,0-625-670-322-475-825-320-469-286-870-982-4-411-852-54-879-79-537-523-357-679-16-311-185-208-353-0
c2_10_6,ACO,36,0-822-720-999-604-285-393-992-275-875-424-860-548-795-737-22-564-100-618-378-25-642-719-644-0
c2_10_6,ACO,37,0-640-130-132-520-722-669-512-106-501-385-159-800-195-26-854-173-616-634-402-349-276-934-163-819-793-486-686-0
c2_10_6,ACO,38,0-877-647-229-606-37-656-214-116-806-716-220-401-628-797-928-880-950-425-344-629-334-452-0
c2_10_6,ACO,39,0-134-107-988-516-471-468-772-543-756-723-603-591-174-321-69-778-527-646-75-372-410-179-675-0
c2_10_6,ACO,40,0-760-67-137-181-608-10-892-753-217-707-664-762-209-941-444-127-371-99-47-807-962-15-386-222-433-388-0
